gene_name,refseq_id,miR,SNP,diseases,distance,experimentally_confirmed
ONECUT2,NM_004852,hsa-miR-181d,rs608823,"Rheumatoid arthritis",-12,
ONECUT2,NM_004852,hsa-miR-181c,rs608823,"Rheumatoid arthritis",-12,
ONECUT2,NM_004852,hsa-miR-181b,rs608823,"Rheumatoid arthritis",-12,
IL28RA,NM_173065,hsa-miR-30b,rs10903034,Depression,13,
IL28RA,NM_173065,hsa-miR-30c,rs10903034,Depression,13,
IL28RA,NM_173065,hsa-miR-30a,rs10903034,Depression,13,
IL28RA,NM_173065,hsa-miR-30d,rs10903034,Depression,13,
IL28RA,NM_173065,hsa-miR-30e,rs10903034,Depression,13,
CLOCK,NM_004898,hsa-miR-141,rs1801260,"Insomnia, Metabolic syndrome, Attention deficit/hyperactivity disorder",-13,Yes
CLOCK,NM_004898,hsa-miR-200a,rs1801260,"Insomnia, Metabolic syndrome, Attention deficit/hyperactivity disorder",-13,
AKAP12,NM_005100,hsa-miR-183,rs1042363,Alcoholism,13,
DICER1,NM_001195573,hsa-miR-31,rs3742330,"Esophageal cancer, Oral premalignant",13,
DICER1,NM_001195573,hsa-miR-31,rs3742330,"Esophageal cancer, Oral premalignant",13,
ONECUT2,NM_004852,hsa-miR-543,rs608823,"Rheumatoid arthritis",-13,
EIF4B,NM_001417,hsa-miR-431,rs4825,"Late onset Alzheimer's Disease",13,
CCDC97,NM_052848,hsa-miR-30d,rs2241718,"Gallbladder cancer, Chronic obstructive pulmonary disease",13,
CCDC97,NM_052848,hsa-miR-30e,rs2241718,"Gallbladder cancer, Chronic obstructive pulmonary disease",13,
CCDC97,NM_052848,hsa-miR-30c,rs2241718,"Gallbladder cancer, Chronic obstructive pulmonary disease",13,
CCDC97,NM_052848,hsa-miR-30b,rs2241718,"Gallbladder cancer, Chronic obstructive pulmonary disease",13,
CCDC97,NM_052848,hsa-miR-30a,rs2241718,"Gallbladder cancer, Chronic obstructive pulmonary disease",13,
CCDC97,NM_052848,hsa-miR-30e,rs2241718,"Gallbladder cancer, Chronic obstructive pulmonary disease",13,
CCDC97,NM_052848,hsa-miR-30d,rs2241718,"Gallbladder cancer, Chronic obstructive pulmonary disease",13,
CCDC97,NM_052848,hsa-miR-30a-5p,rs2241718,"Gallbladder cancer, Chronic obstructive pulmonary disease",13,
GATA3,NM_002051,hsa-miR-200c,rs2229360,"Allergic rhinitis",14,
IL10,NM_000572,hsa-let-7d,rs3024496,"Colorectal cancer, Prostate cancer, Hepatic steatosis",-14,
USP24,NM_015306,hsa-miR-139-5p,rs1043671,"Parkinson's disease",15,
BDNF,NM_170731,hsa-miR-22,rs7124442,"Depression, Eating disorder",-15,
SLC6A14,NM_007231,hsa-miR-23a,rs2011162,Obesity,16,
SLC6A14,NM_007231,hsa-miR-23b,rs2011162,Obesity,16,
ACBD4,NM_024722,hsa-miR-335,rs1053578,"Ovarian cancer",-16,
SLC6A14,NM_007231,hsa-miR-23a,rs2011162,Obesity,17,
APOA5,NM_052968,hsa-miR-24,rs34089864,Hypertriglyceridemia,17,
PGR,NM_000926,hsa-miR-378,rs484389,"Pelvic organ prolapse",-17,
APC,NM_000038,hsa-miR-494,rs1804197,Autism,18,
ESR1,NM_001122740,hsa-miR-221,rs2747648,"Breast cancer",-19,Yes
ESR1,NM_001122740,hsa-miR-222,rs2747648,"Breast cancer",-19,Yes
ESR1,NM_001122740,hsa-miR-222,rs2747648,"Breast cancer",-19,Yes
ESR1,NM_001122740,hsa-miR-221,rs2747648,"Breast cancer",-19,Yes
PPARD,NM_006238,hsa-miR-152,rs3734254,"Type 2 diabetes",-20,
PPARD,NM_006238,hsa-miR-148b,rs3734254,"Type 2 diabetes",-20,
PPARD,NM_006238,hsa-miR-148a,rs3734254,"Type 2 diabetes",-20,
RELL1,NM_001085400,hsa-miR-30c,rs12142,"Breast cancer",-21,
RELL1,NM_001085400,hsa-miR-30a,rs12142,"Breast cancer",-21,
RELL1,NM_001085400,hsa-miR-30e,rs12142,"Breast cancer",-21,
RELL1,NM_001085400,hsa-miR-30d,rs12142,"Breast cancer",-21,
RELL1,NM_001085400,hsa-miR-30b,rs12142,"Breast cancer",-21,
IKZF1,NM_006060,hsa-miR-448,rs4132601,Leukemia,21,
C10orf26,NM_001083913,hsa-miR-137,rs6892,"Prostate cancer",-21,
APOA5,NM_052968,hsa-miR-24,rs619054,Hypertriglyceridemia,-22,
SNAP25,NM_003081,hsa-miR-27a,rs8636,Schizophrenia,-22,
SNAP25,NM_003081,hsa-miR-27b,rs8636,Schizophrenia,-22,
SNAP25,NM_003081,hsa-miR-27b,rs8636,Schizophrenia,-22,
SNAP25,NM_003081,hsa-miR-27a,rs8636,Schizophrenia,-22,
IL10,NM_000572,hsa-miR-202,rs3024496,"Colorectal cancer, Prostate cancer, Hepatic steatosis",-22,
IL28RA,NM_173065,hsa-miR-302e,rs10903034,Depression,23,
IL28RA,NM_173065,hsa-miR-302d,rs10903034,Depression,23,
IL28RA,NM_173065,hsa-miR-520d-3p,rs10903034,Depression,23,
IL28RA,NM_173065,hsa-miR-373,rs10903034,Depression,23,
IL28RA,NM_173065,hsa-miR-302b,rs10903034,Depression,23,
IL28RA,NM_173065,hsa-miR-520c-3p,rs10903034,Depression,23,
IL28RA,NM_173065,hsa-miR-302a,rs10903034,Depression,23,
IL28RA,NM_173065,hsa-miR-302c,rs10903034,Depression,23,
IL28RA,NM_173065,hsa-miR-520b,rs10903034,Depression,23,
IL28RA,NM_173065,hsa-miR-520a-3p,rs10903034,Depression,23,
IL28RA,NM_173065,hsa-miR-520e,rs10903034,Depression,23,
IL28RA,NM_173065,hsa-miR-372,rs10903034,Depression,23,
VSIG4,NM_001184831,hsa-miR-328,rs1044165,"Androgenetic alopecia",-23,
ALDH1A2,NM_003888,hsa-miR-203,rs4646642,Schizophrenia,-23,
IL10,NM_000572,hsa-let-7c,rs3024496,"Colorectal cancer, Prostate cancer, Hepatic steatosis",-23,
IL10,NM_000572,hsa-let-7a,rs3024496,"Colorectal cancer, Prostate cancer, Hepatic steatosis",-23,
IL10,NM_000572,hsa-let-7d,rs3024496,"Colorectal cancer, Prostate cancer, Hepatic steatosis",-23,
IL10,NM_000572,hsa-let-7f,rs3024496,"Colorectal cancer, Prostate cancer, Hepatic steatosis",-23,
IL10,NM_000572,hsa-let-7i,rs3024496,"Colorectal cancer, Prostate cancer, Hepatic steatosis",-23,
IL10,NM_000572,hsa-let-7g,rs3024496,"Colorectal cancer, Prostate cancer, Hepatic steatosis",-23,
IL10,NM_000572,hsa-miR-98,rs3024496,"Colorectal cancer, Prostate cancer, Hepatic steatosis",-23,
IL10,NM_000572,hsa-let-7e,rs3024496,"Colorectal cancer, Prostate cancer, Hepatic steatosis",-23,
IL10,NM_000572,hsa-let-7b,rs3024496,"Colorectal cancer, Prostate cancer, Hepatic steatosis",-23,
IL10,NM_000572,hsa-let-7c,rs3024496,"Colorectal cancer, Prostate cancer, Hepatic steatosis",-23,
IL10,NM_000572,hsa-let-7a,rs3024496,"Colorectal cancer, Prostate cancer, Hepatic steatosis",-23,
IL10,NM_000572,hsa-let-7e,rs3024496,"Colorectal cancer, Prostate cancer, Hepatic steatosis",-23,
IL10,NM_000572,hsa-miR-98,rs3024496,"Colorectal cancer, Prostate cancer, Hepatic steatosis",-23,
IL10,NM_000572,hsa-let-7g,rs3024496,"Colorectal cancer, Prostate cancer, Hepatic steatosis",-23,
IL10,NM_000572,hsa-let-7b,rs3024496,"Colorectal cancer, Prostate cancer, Hepatic steatosis",-23,
IL10,NM_000572,hsa-let-7f,rs3024496,"Colorectal cancer, Prostate cancer, Hepatic steatosis",-23,
IL10,NM_000572,hsa-let-7i,rs3024496,"Colorectal cancer, Prostate cancer, Hepatic steatosis",-23,
CNR1,NM_033181,hsa-miR-324-3p,rs806368,"Nicotine dependence, Attention deficit/hyperactivity disorder, Cocaine dependence",23,
CNR1,NM_033181,hsa-miR-324-3p,rs806368,"Nicotine dependence, Attention deficit/hyperactivity disorder, Cocaine dependence",23,
TXNDC5,NM_001145549,hsa-miR-506,rs1043784,"Nonsegmental vitiligo",24,
TXNDC5,NM_001145549,hsa-miR-124,rs1043784,"Nonsegmental vitiligo",24,
AGR2,NM_006408,hsa-miR-194,rs8071,"Fibrolamellar carcinomas",24,
AGR2,NM_006408,hsa-miR-194,rs8071,"Fibrolamellar carcinomas",24,
ETS1,NM_001143820,hsa-miR-410,rs1128334,"Systemic lupus erythematosus",24,
RPA1,NM_002945,hsa-miR-361-5p,rs12727,"Premenopausal breast cancer risk",-24,
CRHR1,NM_001145146,hsa-miR-326,rs878886,"Panic disorder",24,
TTPAL,NM_001039199,hsa-miR-613,rs1983,"Type 2 diabetes",-24,
TTPAL,NM_001039199,hsa-miR-1,rs1983,"Type 2 diabetes",-24,
TTPAL,NM_001039199,hsa-miR-206,rs1983,"Type 2 diabetes",-24,
NFKBIA,NM_020529,hsa-miR-381,rs8904,"Hodgkin's lymphoma, Schizophrenia, Sepsis",-25,
NFKBIA,NM_020529,hsa-miR-300,rs8904,"Hodgkin's lymphoma, Schizophrenia, Sepsis",-25,
SLC12A5,NM_001134771,hsa-miR-421,rs9074,"Type 2 diabetes",-25,
AGR2,NM_006408,hsa-miR-543,rs8071,"Fibrolamellar carcinomas",26,
NFKBIA,NM_020529,hsa-miR-381,rs8904,"Hodgkin's lymphoma, Schizophrenia, Sepsis",-26,
PTGES2,NR_027811,hsa-miR-368,rs13283456,"Type 2 diabetes",-26,
ENPP1,NM_006208,hsa-miR-9,rs7754586,"Type 2 diabetic end-stage renal disease",-28,
UBE2I,NM_194261,hsa-miR-30c,rs8063,"Mild cognitive impairment",-28,Yes
UBE2I,NM_194261,hsa-miR-30b,rs8063,"Mild cognitive impairment",-28,
UBE2I,NM_194261,hsa-miR-30d,rs8063,"Mild cognitive impairment",-28,
UBE2I,NM_194261,hsa-miR-30a,rs8063,"Mild cognitive impairment",-28,
UBE2I,NM_194261,hsa-miR-30e,rs8063,"Mild cognitive impairment",-28,
FOSB,NM_001114171,hsa-miR-148a,rs1049739,Autism,-28,
FOSB,NM_001114171,hsa-miR-148b,rs1049739,Autism,-28,
FOSB,NM_001114171,hsa-miR-152,rs1049739,Autism,-28,
FOSB,NM_001114171,hsa-miR-148a,rs1049739,Autism,-28,
FOSB,NM_001114171,hsa-miR-130b,rs1049739,Autism,-28,
FOSB,NM_001114171,hsa-miR-148b,rs1049739,Autism,-28,
FOSB,NM_001114171,hsa-miR-152,rs1049739,Autism,-28,
FOSB,NM_001114171,hsa-miR-301,rs1049739,Autism,-28,
FOSB,NM_001114171,hsa-miR-130a,rs1049739,Autism,-28,
EFNB2,NM_004093,hsa-miR-330,rs9520087,Schizophrenia,-29,
UBE2I,NM_194261,hsa-miR-30e,rs8063,"Mild cognitive impairment",-29,
UBE2I,NM_194261,hsa-miR-30c,rs8063,"Mild cognitive impairment",-29,Yes
UBE2I,NM_194261,hsa-miR-30b,rs8063,"Mild cognitive impairment",-29,
UBE2I,NM_194261,hsa-miR-30a-5p,rs8063,"Mild cognitive impairment",-29,
UBE2I,NM_194261,hsa-miR-30d,rs8063,"Mild cognitive impairment",-29,
UBE2I,NM_194261,hsa-miR-30e,rs8063,"Mild cognitive impairment",-29,
UBE2I,NM_194261,hsa-miR-30c,rs8063,"Mild cognitive impairment",-29,Yes
UBE2I,NM_194261,hsa-miR-30a-5p,rs8063,"Mild cognitive impairment",-29,
UBE2I,NM_194261,hsa-miR-30b,rs8063,"Mild cognitive impairment",-29,
UBE2I,NM_194261,hsa-miR-30d,rs8063,"Mild cognitive impairment",-29,
CHAF1A,NM_005483,hsa-miR-26b,rs2992,"Prostate cancer",-29,
CHAF1A,NM_005483,hsa-miR-26a,rs2992,"Prostate cancer",-29,
CHAF1A,NM_005483,hsa-miR-1297,rs2992,"Prostate cancer",-29,
BDNF,NM_170731,hsa-miR-495,rs41282918,"Major depressive disorder",30,
DICER1,NM_001195573,hsa-miR-302b*,rs13078,"Esophageal cancer",-30,
PPARD,NM_006238,hsa-miR-519d,rs3734254,"Type 2 diabetes",-30,
PPARD,NM_006238,hsa-miR-106b,rs3734254,"Type 2 diabetes",-30,
PPARD,NM_006238,hsa-miR-106a,rs3734254,"Type 2 diabetes",-30,
PPARD,NM_006238,hsa-miR-20a,rs3734254,"Type 2 diabetes",-30,
PPARD,NM_006238,hsa-miR-93,rs3734254,"Type 2 diabetes",-30,
PPARD,NM_006238,hsa-miR-17,rs3734254,"Type 2 diabetes",-30,
PPARD,NM_006238,hsa-miR-20b,rs3734254,"Type 2 diabetes",-30,
C10orf26,NM_001083913,hsa-miR-206,rs6892,"Prostate cancer",30,
C10orf26,NM_001083913,hsa-miR-613,rs6892,"Prostate cancer",30,
C10orf26,NM_001083913,hsa-miR-1,rs6892,"Prostate cancer",30,
ESR1,NM_001122740,hsa-miR-148a,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-148b,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-152,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-301,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-130b,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-130a,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-152,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-148b,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-148a,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-301,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-130b,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-152,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-130a,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-148a,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-148b,rs1062577,"Breast cancer",31,
KIF26A,NM_015656,hsa-miR-506,rs1547350,"Type 2 diabetes",-31,
KIF26A,NM_015656,hsa-miR-124,rs1547350,"Type 2 diabetes",-31,
ONECUT2,NM_004852,hsa-miR-182,rs608017,"Rheumatoid arthritis",-31,
LPHN1,NM_014921,hsa-miR-183,rs3810256,"Rheumatoid arthritis",-31,
SLC12A5,NM_001134771,hsa-miR-429,rs9074,"Type 2 diabetes",31,
SLC12A5,NM_001134771,hsa-miR-200b,rs9074,"Type 2 diabetes",31,
SLC12A5,NM_001134771,hsa-miR-200c,rs9074,"Type 2 diabetes",31,
ESR1,NM_001122740,hsa-miR-130a,rs1062577,"Breast cancer",32,
ESR1,NM_001122740,hsa-miR-301a,rs1062577,"Breast cancer",32,
ESR1,NM_001122740,hsa-miR-454,rs1062577,"Breast cancer",32,
ESR1,NM_001122740,hsa-miR-301b,rs1062577,"Breast cancer",32,
ESR1,NM_001122740,hsa-miR-130b,rs1062577,"Breast cancer",32,
SLC4A7,NM_003615,hsa-miR-7,rs4973768,"Breast cancer",-33,
ESR1,NM_001122740,hsa-miR-19a,rs1062577,"Breast cancer",33,Yes
ESR1,NM_001122740,hsa-miR-19b,rs1062577,"Breast cancer",33,Yes
ESR1,NM_001122740,hsa-miR-19a,rs1062577,"Breast cancer",33,Yes
ESR1,NM_001122740,hsa-miR-19b,rs1062577,"Breast cancer",33,Yes
ESR1,NM_001122740,hsa-miR-19a,rs1062577,"Breast cancer",33,Yes
ESR1,NM_001122740,hsa-miR-19b,rs1062577,"Breast cancer",33,Yes
CCDC97,NM_052848,hsa-miR-147,rs2241718,"Gallbladder cancer, Chronic obstructive pulmonary disease",-33,
IL6R,NM_181359,hsa-miR-449a,rs2229238,Diabetes,-34,
IL6R,NM_181359,hsa-miR-34c-5p,rs2229238,Diabetes,-34,
IL6R,NM_181359,hsa-miR-449b,rs2229238,Diabetes,-34,
IL6R,NM_181359,hsa-miR-34a,rs2229238,Diabetes,-34,
ONECUT2,NM_004852,hsa-miR-421,rs608823,"Rheumatoid arthritis",34,
TPM3,NM_001043353,hsa-miR-183,rs1051370,"Lung cancer",-36,
SNCA,NM_007308,hsa-miR-153,rs17016074,"Parkinson's disease",36,Yes
SNCA,NM_007308,hsa-miR-153,rs17016074,"Parkinson's disease",36,Yes
SNCA,NM_007308,hsa-miR-153,rs17016074,"Parkinson's disease",36,Yes
ITGA2,NM_002203,hsa-miR-16,rs3212649,"Prostate cancer",-37,Yes
ITGA2,NM_002203,hsa-miR-195,rs3212649,"Prostate cancer",-37,
ITGA2,NM_002203,hsa-miR-15b,rs3212649,"Prostate cancer",-37,
ITGA2,NM_002203,hsa-miR-107,rs3212649,"Prostate cancer",-37,
ITGA2,NM_002203,hsa-miR-103,rs3212649,"Prostate cancer",-37,
ITGA2,NM_002203,hsa-miR-15a,rs3212649,"Prostate cancer",-37,
VAMP8,NM_003761,hsa-miR-16,rs1010,"Coronary heart disease",38,
VAMP8,NM_003761,hsa-miR-15a,rs1010,"Coronary heart disease",38,
VAMP8,NM_003761,hsa-miR-497,rs1010,"Coronary heart disease",38,
VAMP8,NM_003761,hsa-miR-15b,rs1010,"Coronary heart disease",38,
VAMP8,NM_003761,hsa-miR-424,rs1010,"Coronary heart disease",38,
VAMP8,NM_003761,hsa-miR-195,rs1010,"Coronary heart disease",38,
VAMP8,NM_003761,hsa-miR-107,rs1010,"Coronary heart disease",38,
VAMP8,NM_003761,hsa-miR-15b,rs1010,"Coronary heart disease",38,
VAMP8,NM_003761,hsa-miR-15a,rs1010,"Coronary heart disease",38,
VAMP8,NM_003761,hsa-miR-16,rs1010,"Coronary heart disease",38,
VAMP8,NM_003761,hsa-miR-195,rs1010,"Coronary heart disease",38,
VAMP8,NM_003761,hsa-miR-103,rs1010,"Coronary heart disease",38,
GATA2,NM_001145661,hsa-miR-27b,rs10934857,"Coronary artery disease",38,
GATA2,NM_001145661,hsa-miR-27a,rs10934857,"Coronary artery disease",38,
GATA2,NM_001145661,hsa-miR-27b,rs10934857,"Coronary artery disease",38,
GATA2,NM_001145661,hsa-miR-27a,rs10934857,"Coronary artery disease",38,
GATA2,NM_001145661,hsa-miR-27b,rs10934857,"Coronary artery disease",38,
GATA2,NM_001145661,hsa-miR-27a,rs10934857,"Coronary artery disease",38,
SERPINE1,NM_001165413,hsa-miR-425,rs2227714,"Portopulmonary hypertension",-38,
VAMP8,NM_003761,hsa-miR-103,rs1010,"Coronary heart disease",39,
VAMP8,NM_003761,hsa-miR-107,rs1010,"Coronary heart disease",39,
GATA2,NM_001145661,hsa-miR-128,rs10934857,"Coronary artery disease",39,
GATA2,NM_001145661,hsa-miR-128b,rs10934857,"Coronary artery disease",39,
GATA2,NM_001145661,hsa-miR-128a,rs10934857,"Coronary artery disease",39,
GATA2,NM_001145661,hsa-miR-128b,rs10934857,"Coronary artery disease",39,
GATA2,NM_001145661,hsa-miR-128a,rs10934857,"Coronary artery disease",39,
MMP2,NM_001127891,hsa-miR-29a,rs7201,Stroke,-39,
MMP2,NM_001127891,hsa-miR-29b,rs7201,Stroke,-39,Yes
MMP2,NM_001127891,hsa-miR-29c,rs7201,Stroke,-39,
MMP2,NM_001127891,hsa-miR-29b,rs7201,Stroke,-39,Yes
MMP2,NM_001127891,hsa-miR-29c,rs7201,Stroke,-39,
VEGFA,NM_001025369,hsa-miR-15a,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",-39,Yes
VEGFA,NM_001025369,hsa-miR-424,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",-39,
VEGFA,NM_001025369,hsa-miR-497,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",-39,
VEGFA,NM_001025369,hsa-miR-15b,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",-39,Yes
VEGFA,NM_001025369,hsa-miR-16,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",-39,
VEGFA,NM_001025369,hsa-miR-195,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",-39,Yes
TPM3,NM_001043353,hsa-miR-143,rs1051370,"Lung cancer",-40,
VEGFA,NM_001025369,hsa-miR-503,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",-40,
IL13,NM_002188,hsa-let-7b,rs848,"Psoriatic arthritis, Psoriasis",-41,
IL13,NM_002188,hsa-let-7c,rs848,"Psoriatic arthritis, Psoriasis",-41,
IL13,NM_002188,hsa-let-7g,rs848,"Psoriatic arthritis, Psoriasis",-41,
IL13,NM_002188,hsa-miR-98,rs848,"Psoriatic arthritis, Psoriasis",-41,
IL13,NM_002188,hsa-let-7f,rs848,"Psoriatic arthritis, Psoriasis",-41,
IL13,NM_002188,hsa-let-7d,rs848,"Psoriatic arthritis, Psoriasis",-41,
IL13,NM_002188,hsa-let-7a,rs848,"Psoriatic arthritis, Psoriasis",-41,
IL13,NM_002188,hsa-let-7i,rs848,"Psoriatic arthritis, Psoriasis",-41,
IL13,NM_002188,hsa-let-7e,rs848,"Psoriatic arthritis, Psoriasis",-41,
IL13,NM_002188,hsa-let-7d,rs848,"Psoriatic arthritis, Psoriasis",-41,
IL13,NM_002188,hsa-let-7d,rs848,"Psoriatic arthritis, Psoriasis",-41,
IL13,NM_002188,hsa-miR-202,rs848,"Psoriatic arthritis, Psoriasis",-42,
IL13,NM_002188,hsa-let-7i,rs848,"Psoriatic arthritis, Psoriasis",-42,
IL13,NM_002188,hsa-let-7b,rs848,"Psoriatic arthritis, Psoriasis",-42,
IL13,NM_002188,hsa-let-7e,rs848,"Psoriatic arthritis, Psoriasis",-42,
IL13,NM_002188,hsa-let-7c,rs848,"Psoriatic arthritis, Psoriasis",-42,
IL13,NM_002188,hsa-let-7g,rs848,"Psoriatic arthritis, Psoriasis",-42,
IL13,NM_002188,hsa-miR-98,rs848,"Psoriatic arthritis, Psoriasis",-42,
IL13,NM_002188,hsa-let-7f,rs848,"Psoriatic arthritis, Psoriasis",-42,
IL13,NM_002188,hsa-let-7a,rs848,"Psoriatic arthritis, Psoriasis",-42,
IL13,NM_002188,hsa-let-7e,rs848,"Psoriatic arthritis, Psoriasis",-42,
IL13,NM_002188,hsa-let-7c,rs848,"Psoriatic arthritis, Psoriasis",-42,
IL13,NM_002188,hsa-let-7i,rs848,"Psoriatic arthritis, Psoriasis",-42,
IL13,NM_002188,hsa-let-7g,rs848,"Psoriatic arthritis, Psoriasis",-42,
IL13,NM_002188,hsa-miR-98,rs848,"Psoriatic arthritis, Psoriasis",-42,
IL13,NM_002188,hsa-let-7a,rs848,"Psoriatic arthritis, Psoriasis",-42,
IL13,NM_002188,hsa-let-7f,rs848,"Psoriatic arthritis, Psoriasis",-42,
IL13,NM_002188,hsa-let-7b,rs848,"Psoriatic arthritis, Psoriasis",-42,
RCBTB1,NM_018191,hsa-miR-218,rs16659,Asthma,-42,
ESR1,NM_001122740,hsa-miR-103,rs1062577,"Breast cancer",-43,
ESR1,NM_001122740,hsa-miR-107,rs1062577,"Breast cancer",-43,
ESR1,NM_001122740,hsa-miR-373,rs1062577,"Breast cancer",43,
JDP2,NM_001135047,hsa-miR-135a,rs8215,"Intracranial aneurysms",-43,
JDP2,NM_001135047,hsa-miR-135b,rs8215,"Intracranial aneurysms",-43,
CALM1,NM_006888,hsa-miR-590-3p,rs5871,"Adolescent idiopathic scoliosis",-44,
KCNJ11,NM_001166290,hsa-miR-370,rs5210,"Type 2 diabetes",45,
RELL1,NM_001085400,hsa-miR-653,rs12142,"Breast cancer",46,
ESR1,NM_001122740,hsa-miR-590-3p,rs2747648,"Breast cancer",-46,
SLC1A3,NM_004172,hsa-miR-22,rs2269272,"Attention deficit/hyperactivity disorder",-47,
TXNDC5,NM_001145549,hsa-miR-218,rs1043784,"Nonsegmental vitiligo",-47,
NR4A1,NM_002135,hsa-miR-224,rs2603751,"Tardive dyskinesia",47,
NR4A1,NM_002135,hsa-miR-224,rs2603751,"Tardive dyskinesia",47,
UBE2Z,NM_023079,hsa-miR-18a,rs15563,"Type 2 diabetes",47,
UBE2Z,NM_023079,hsa-miR-18b,rs15563,"Type 2 diabetes",47,
UBE2Z,NM_023079,hsa-miR-18,rs15563,"Type 2 diabetes",47,
AMACR,NM_203382,hsa-miR-377,rs2278008,Schizophrenia,-48,
AMACR,NM_203382,hsa-miR-377,rs2278008,Schizophrenia,-48,
TGFBR1,NM_001130916,hsa-miR-876-5p,rs7871490,"Colorectal cancer",-48,
GABRB1,NM_000812,hsa-miR-30a,rs3832300,Autism,49,
GABRB1,NM_000812,hsa-miR-30d,rs3832300,Autism,49,
GABRB1,NM_000812,hsa-miR-30e,rs3832300,Autism,49,
GABRB1,NM_000812,hsa-miR-30b,rs3832300,Autism,49,
GABRB1,NM_000812,hsa-miR-30c,rs3832300,Autism,49,
CCL2,NM_002982,hsa-miR-124a,rs13900,"Muscle damage, Human cytomegalovirus  infection",-49,
DLG5,NM_004747,hsa-miR-133b,rs2165047,"Crohn's disease",50,
DLG5,NM_004747,hsa-miR-133a,rs2165047,"Crohn's disease",50,
SERPINE1,NM_001165413,hsa-miR-214,rs2227714,"Portopulmonary hypertension",-51,
TPM3,NM_001043353,hsa-miR-330,rs1051370,"Lung cancer",-51,
APC,NM_000038,hsa-miR-135a,rs1804197,Autism,-52,Yes
APC,NM_000038,hsa-miR-135b,rs1804197,Autism,-52,Yes
TBX21,NM_013351,hsa-miR-29a,rs17244587,"Major depressive disorder, Genital HSV-2 infection",52,
TBX21,NM_013351,hsa-miR-29c,rs17244587,"Major depressive disorder, Genital HSV-2 infection",52,
TBX21,NM_013351,hsa-miR-29b,rs17244587,"Major depressive disorder, Genital HSV-2 infection",52,
PLEKHM1,NR_027782,hsa-miR-153,rs11012,"Parkinson's disease",-52,
PLEKHM1,NR_027782,hsa-miR-448,rs11012,"Parkinson's disease",-52,
PLEKHM1,NR_027782,hsa-miR-153,rs11012,"Parkinson's disease",-52,
SOX2,NM_003106,hsa-miR-21,rs11915160,"Diabetic nephropathy",-53,
SOX2,NM_003106,hsa-miR-590-5p,rs11915160,"Diabetic nephropathy",-53,
SOX2,NM_003106,hsa-miR-21,rs11915160,"Diabetic nephropathy",-53,
WHSC1,NM_001042424,hsa-miR-26b,rs14647,"Endometriosis-related infertility",53,
WHSC1,NM_001042424,hsa-miR-26b,rs14647,"Endometriosis-related infertility",53,
CCDC117,NM_173510,hsa-miR-30a-5p,rs5762795,"Inflammatory bowel disease",-53,
CCDC117,NM_173510,hsa-miR-30b,rs5762795,"Inflammatory bowel disease",-53,
CCDC117,NM_173510,hsa-miR-30d,rs5762795,"Inflammatory bowel disease",-53,
CCDC117,NM_173510,hsa-miR-30c,rs5762795,"Inflammatory bowel disease",-53,
CCDC117,NM_173510,hsa-miR-30e,rs5762795,"Inflammatory bowel disease",-53,
BRCA1,NR_027676,hsa-miR-205,rs1800751,"Breast cancer",53,
NLGN4X,NM_181332,hsa-miR-23b,rs3810686,"Nonspecific mental retardation",54,
NLGN4X,NM_181332,hsa-miR-23a,rs3810686,"Nonspecific mental retardation",54,
MYH9,NM_002473,hsa-miR-25,rs12107,"Focal segmental glomerulosclerosis, Hypertension-associated endstage renal disease (ESRD)",54,
